tid,grade,prompt,essay,essayid,excerpt,feedback,startidx,endidx,commentid,type,score,wc,gender,race,ed,ds,ell
guqVfMoe9bxNJaMtQid7,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear Mr. Principal

I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better. I also think it should be necessary because it will teach the students to be giving and it could change their personality in a positive way. I also think it would be good because some students might think it will be fun cleaning up, and you don't have to do it alone i am sure you would be able to do it with a friend. I am sure it will teach them something about giving and it will teach them a life lesson. I also am a believer in community service and i thing it is fun giving back to the community like that and afterwards i fell very happy and energetic about myself. So please take my letter into consideration and please make the right decision for our community.

Sincerely your student",F2CD78FA54AD,I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better.,This can be broken up into two separate sentences. ,20,205,1718912203699,Persuasive,2,167,M,White,0,0,0
guqVfMoe9bxNJaMtQid7,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear Mr. Principal

I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better. I also think it should be necessary because it will teach the students to be giving and it could change their personality in a positive way. I also think it would be good because some students might think it will be fun cleaning up, and you don't have to do it alone i am sure you would be able to do it with a friend. I am sure it will teach them something about giving and it will teach them a life lesson. I also am a believer in community service and i thing it is fun giving back to the community like that and afterwards i fell very happy and energetic about myself. So please take my letter into consideration and please make the right decision for our community.

Sincerely your student",F2CD78FA54AD,it could change their personality in a positive way. ,Explain how it could change their personality in a positive way. You want to persuade. ,294,347,1718912239664,Persuasive,2,167,M,White,0,0,0
guqVfMoe9bxNJaMtQid7,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear Mr. Principal

I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better. I also think it should be necessary because it will teach the students to be giving and it could change their personality in a positive way. I also think it would be good because some students might think it will be fun cleaning up, and you don't have to do it alone i am sure you would be able to do it with a friend. I am sure it will teach them something about giving and it will teach them a life lesson. I also am a believer in community service and i thing it is fun giving back to the community like that and afterwards i fell very happy and energetic about myself. So please take my letter into consideration and please make the right decision for our community.

Sincerely your student",F2CD78FA54AD, i am sure you would be able to do it with a friend,"This should be its own sentence and ""I"" should be capitalized. ",472,523,1718912278417,Persuasive,2,167,M,White,0,0,0
guqVfMoe9bxNJaMtQid7,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear Mr. Principal

I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better. I also think it should be necessary because it will teach the students to be giving and it could change their personality in a positive way. I also think it would be good because some students might think it will be fun cleaning up, and you don't have to do it alone i am sure you would be able to do it with a friend. I am sure it will teach them something about giving and it will teach them a life lesson. I also am a believer in community service and i thing it is fun giving back to the community like that and afterwards i fell very happy and energetic about myself. So please take my letter into consideration and please make the right decision for our community.

Sincerely your student",F2CD78FA54AD, i thing ,"""I think"" ",660,669,1718912310072,Persuasive,2,167,M,White,0,0,0
guqVfMoe9bxNJaMtQid7,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear Mr. Principal

I think that performing community service should be required because it will teach students that go to our school to be kind and giving back to the community will make them feel better. I also think it should be necessary because it will teach the students to be giving and it could change their personality in a positive way. I also think it would be good because some students might think it will be fun cleaning up, and you don't have to do it alone i am sure you would be able to do it with a friend. I am sure it will teach them something about giving and it will teach them a life lesson. I also am a believer in community service and i thing it is fun giving back to the community like that and afterwards i fell very happy and energetic about myself. So please take my letter into consideration and please make the right decision for our community.

Sincerely your student",F2CD78FA54AD, i fell,"""I feel"" ",732,739,1718912325127,Persuasive,2,167,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,Dear TEACHER_NAME,Letter writing etiquette- use your principal's proper name.  A comma will follow before the letter begins.  ,0,17,1718916439086,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. ,"When writing persuasively, it is important to state your opinion on the proposed idea.  How can we rewrite this portion to be more direct about your feelings on this idea?",19,217,1718916560119,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,"For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.",Organize your reasons for feelings this way and elaborate on them.  It is hard to follow your examples for why you feel this way.  Group them more effectively.,217,956,1718916655095,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? ,Can we integrate a transition word here to support this example? ,1111,1224,1718916733680,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,Yea,Use formal language when writing persuasively.,1224,1227,1718916758746,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,Once again TEACHER_NAME my opinion on all students have to do community service is no.,Restate your feelings more directly. ,1318,1404,1718916775646,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME

Not all students enjoy doing community service or helping out other people. Yes it would be nice if some of them did take the time out to help. If you asked me for my option on this I would say no. For example some students might have to go home and watch their little brother/sister, and just don't have the time. While other kids might have a sport they play in and they have practice.

If you made everybody perform community service it would be crazy. Like I said before not only do students have things to do, but they might already be involved in an activity. As a student

I don't have time to do some things due to homework. Now just think would you rather for us to complete a certain amount of community service or get an education? Now once which one would you rather us do? Yes of course get an education! I know If I was you I would want my students to complete all their work, and then worry about staying after for school.

Now if the student had a little extra time maybe he/she might want to help the kids at the elementary school or even go volunteer at the animal shelter. Say a student jus got a call from their mother and it was a family emergency what do you expect them to do then? Yea giving back by helping another by student is a good idea, but not all kids have the time. Once again TEACHER_NAME my opinion on all students have to do community service is no.

A proud student of SCHOOL_NAME

STUDENT_NAME",13A30C894FAD,"A proud student of SCHOOL_NAME

STUDENT_NAME",Review etiquette for letter writing.  How do you sign a formal letter? ,1406,1450,1718916793596,Persuasive,3,272,F,Black/African American,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME:

Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.

I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.

Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?

I believe by helping our society to become a better place is why we are put here on this earth, but we shouldn't be wasting our time and talents by selfishly keeping our gifts to ourself.

We are called to share those gifts with others.

Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.

Sincerely,

STUDENT_NAME",30935D02377A,"Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.",It is important to paragraph your ideas.  This should all be included in your introductory paragraph.,20,489,1718917158531,Persuasive,3,289,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME:

Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.

I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.

Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?

I believe by helping our society to become a better place is why we are put here on this earth, but we shouldn't be wasting our time and talents by selfishly keeping our gifts to ourself.

We are called to share those gifts with others.

Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.

Sincerely,

STUDENT_NAME",30935D02377A,"I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.","Again, your ideas should not be linear.  It is important to integrate these sentences into a cohesive paragraph that wraps the page.  ",491,1069,1718917312815,Persuasive,3,289,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME:

Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.

I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.

Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?

I believe by helping our society to become a better place is why we are put here on this earth, but we shouldn't be wasting our time and talents by selfishly keeping our gifts to ourself.

We are called to share those gifts with others.

Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.

Sincerely,

STUDENT_NAME",30935D02377A,Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?,"While I support your will to practice your religion, your thoughts on this matter need to be carefully constructed.  It has had a positive impact on you however, we need to keep in mind that students practice many religions.",1071,1232,1718917397097,Persuasive,3,289,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME:

Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.

I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.

Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?

I believe by helping our society to become a better place is why we are put here on this earth, but we shouldn't be wasting our time and talents by selfishly keeping our gifts to ourself.

We are called to share those gifts with others.

Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.

Sincerely,

STUDENT_NAME",30935D02377A,"Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.",You are very clearly stating your position.  I'd love to see it structured in a paragraph.,1472,1713,1718917511915,Persuasive,3,289,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"Some of your friends perform community service. For example, some tutor elementary school children and others clean up litter. They think helping the community is very important. But other friends of yours think community service takes too much time away from what they need or want to do. 
Your principal is deciding whether to require all students to perform community service. 
Write a letter to your principal in which you take a position on whether students should be required to perform community service. Support your position with examples.","Dear TEACHER_NAME:

Community Service is a very important aspect of life.

As a firm believer in this, I would ask you to consider that all students of SCHOOL_NAME take part in community service.

As Christians, we are called to administer to the needs of the poor, but if this school is not pushing for it than how are we fulfilling our duties as Christians?

Whether it's working in soup kitchens downtown or helping babysit a neighbor, we should be striving to answer our call from God.

I have done community service with my peers and during my experiences, I have encountered many people from various ages, genders, races, and social classes.

From every trip I have gained a valuable experience.

During one of my experiences, I was working in a soup kitchen in downtown Cleveland.

Although intimidating at first, I helped by serving those who didn't have the same gifts I am blessed with.

Isn't that what we are called to do?

Serve others like Jesus did?

I learned from this that every human person is valuable and should be treated with dignity and respect.

Wouldn't you like all of the students at SCHOOL_NAME to participate in such a great journey of faith and attempt to carry out what we are taught by Jesus Christ?

I believe by helping our society to become a better place is why we are put here on this earth, but we shouldn't be wasting our time and talents by selfishly keeping our gifts to ourself.

We are called to share those gifts with others.

Simply, I am asking that you implement at least ten hours of community service for the entire school year.

That is only a little over an hour of community service per month.

By doing this, we will come closer to God and to those around us.

Sincerely,

STUDENT_NAME",30935D02377A,We are called to share those gifts with others.,Be mindful of the diversity of student backgrounds.  ,1423,1470,1718917565082,Persuasive,3,289,M,White,0,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"You have just read the article, 'A Cowboy Who Rode the Waves.' Luke's participation in the Seagoing Cowboys program allowed him to experience adventures and visit many unique places. Using information from the article, write an argument from Luke's point of view convincing others to participate in the Seagoing Cowboys program. Be sure to include: reasons to join the program; details from the article to support Luke's claims; an introduction, a body, and a conclusion to your essay.","Seagoing Cowboys program is a once in a life time oppertunity. You get to be with animals, get to ride in a boat, and also get to see many archetectial designs, such as the Great Wall of China or the Eiffel Tower. If you ever get the chance to participate in the Seagoing Cowboy program, I suggest that you do.

Seagoing Cowboys lets you stay with animals when you ride in the boat. When I was working, I got to work with animals such as horses and cattle. There are many animals to work with. There are also many things that you must do for the animals. You must feed them, water them, and clean out their stalls. The animals usually eat oats or wheat. Animals can be hard work, but they can also give you something fun to do.

Seagoing Cowboys program is all by sea. You pick up the animals on land and then, you set sail and hit the water. If you have never ridden in a boat, then I suggest that you take this oppertunity in life. Boats can be very fun. They rock back and forth like a rocking chair and float on water. Boats are proably the most important thing that we need for the journey. If we did not have the boats, then we are out of luck.

If you have never seen any national landmark, the Seagoing Cowboys program is a great way to try to see a landmark. On the trips I have taken, I have gotten to see the Acropolis, parts of China, and have done and seen many other things. One of my favorites was riding in a gondola, in the city of water, Venice. The landmarks are important because they remind us of friendship. For example, France gave us the Effiel Tower to us as a peace treaty? Well, now you know.

The Seagoing Cowboy program lets you be with animals, get to ride on a boat, and gives you the oppertunity to see national landmarks like the Great Wall of China. So know that you know more about the Seagoing Cowboy program and what you do, think about signing up at the age of 18 to participate.",32E155B2E800,oppertunity,Spelling error: does not impact understanding.,50,61,1718917712749,Literary Analysis,4,366,M,Two or more races/Other,1,0,0
UCQOM0H6bjc9jPH1OZOl,ms,"You have just read the article, 'A Cowboy Who Rode the Waves.' Luke's participation in the Seagoing Cowboys program allowed him to experience adventures and visit many unique places. Using information from the article, write an argument from Luke's point of view convincing others to participate in the Seagoing Cowboys program. Be sure to include: reasons to join the program; details from the article to support Luke's claims; an introduction, a body, and a conclusion to your essay.","Seagoing Cowboys program is a once in a life time oppertunity. You get to be with animals, get to ride in a boat, and also get to see many archetectial designs, such as the Great Wall of China or the Eiffel Tower. If you ever get the chance to participate in the Seagoing Cowboy program, I suggest that you do.

Seagoing Cowboys lets you stay with animals when you ride in the boat. When I was working, I got to work with animals such as horses and cattle. There are many animals to work with. There are also many things that you must do for the animals. You must feed them, water them, and clean out their stalls. The animals usually eat oats or wheat. Animals can be hard work, but they can also give you something fun to do.

Seagoing Cowboys program is all by sea. You pick up the animals on land and then, you set sail and hit the water. If you have never ridden in a boat, then I suggest that you take this oppertunity in life. Boats can be very fun. They rock back and forth like a rocking chair and float on water. Boats are proably the most important thing that we need for the journey. If we did not have the boats, then we are out of luck.

If you have never seen any national landmark, the Seagoing Cowboys program is a great way to try to see a landmark. On the trips I have taken, I have gotten to see the Acropolis, parts of China, and have done and seen many other things. One of my favorites was riding in a gondola, in the city of water, Venice. The landmarks are important because they remind us of friendship. For example, France gave us the Effiel Tower to us as a peace treaty? Well, now you know.

The Seagoing Cowboy program lets you be with animals, get to ride on a boat, and gives you the oppertunity to see national landmarks like the Great Wall of China. So know that you know more about the Seagoing Cowboy program and what you do, think about signing up at the age of 18 to participate.",32E155B2E800,archetectial,spelling error: does not impact understanding.,139,151,1718917728649,Literary Analysis,4,366,M,Two or more races/Other,1,0,0
